parameter,mean,sd,hdi_2.5%,hdi_97.5%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat,effect_scope,variable,variant_id,variant_label,model_id,scheme_id,scheme_source,fe_label
alpha,0.017,0.113,-0.218,0.24,0.005,0.003,616.0,741.0,1.01,global,,province_only_additive,Province-only additive,SYS_09941 | Province: No / Year: Yes,SYS_09941,systematic,Province: No / Year: Yes
sigma_province,0.624,0.088,0.467,0.8,0.003,0.002,1072.0,1475.0,1.0,global,,province_only_additive,Province-only additive,SYS_09941 | Province: No / Year: Yes,SYS_09941,systematic,Province: No / Year: Yes
sigma_residual,0.234,0.01,0.214,0.254,0.0,0.0,2996.0,2995.0,1.0,global,,province_only_additive,Province-only additive,SYS_09941 | Province: No / Year: Yes,SYS_09941,systematic,Province: No / Year: Yes
beta_main[PA（%）],-0.002,0.016,-0.032,0.031,0.0,0.0,2885.0,2392.0,1.0,main,PA（%）,province_only_additive,Province-only additive,SYS_09941 | Province: No / Year: Yes,SYS_09941,systematic,Province: No / Year: Yes
beta_main[PM2.5],0.086,0.027,0.032,0.136,0.001,0.0,2688.0,2228.0,1.0,main,PM2.5,province_only_additive,Province-only additive,SYS_09941 | Province: No / Year: Yes,SYS_09941,systematic,Province: No / Year: Yes
beta_main[R1xday],0.002,0.024,-0.049,0.046,0.0,0.0,3446.0,2635.0,1.0,main,R1xday,province_only_additive,Province-only additive,SYS_09941 | Province: No / Year: Yes,SYS_09941,systematic,Province: No / Year: Yes
beta_main[TA（°C）],0.004,0.019,-0.034,0.04,0.0,0.0,3278.0,2417.0,1.0,main,TA（°C）,province_only_additive,Province-only additive,SYS_09941 | Province: No / Year: Yes,SYS_09941,systematic,Province: No / Year: Yes
beta_main[医疗水平],-0.241,0.03,-0.298,-0.181,0.001,0.001,2642.0,2524.0,1.0,main,医疗水平,province_only_additive,Province-only additive,SYS_09941 | Province: No / Year: Yes,SYS_09941,systematic,Province: No / Year: Yes
beta_main[城市用水普及率],-0.015,0.025,-0.063,0.034,0.0,0.0,3257.0,2565.0,1.0,main,城市用水普及率,province_only_additive,Province-only additive,SYS_09941 | Province: No / Year: Yes,SYS_09941,systematic,Province: No / Year: Yes
beta_main[抗菌药物使用强度],0.004,0.02,-0.033,0.043,0.0,0.0,3242.0,2640.0,1.0,main,抗菌药物使用强度,province_only_additive,Province-only additive,SYS_09941 | Province: No / Year: Yes,SYS_09941,systematic,Province: No / Year: Yes
"beta_main[牲畜饲养
-猪年底头数]",0.137,0.065,0.009,0.262,0.002,0.001,1702.0,1888.0,1.0,main,"牲畜饲养
-猪年底头数",province_only_additive,Province-only additive,SYS_09941 | Province: No / Year: Yes,SYS_09941,systematic,Province: No / Year: Yes
beta_main[食品消费量],0.023,0.029,-0.032,0.083,0.001,0.0,2558.0,2322.0,1.0,main,食品消费量,province_only_additive,Province-only additive,SYS_09941 | Province: No / Year: Yes,SYS_09941,systematic,Province: No / Year: Yes
alpha,0.004,0.115,-0.233,0.226,0.004,0.003,711.0,978.0,1.0,global,,province_only_amplification,Province-only amplification,SYS_09941 | Province: No / Year: Yes,SYS_09941,systematic,Province: No / Year: Yes
sigma_province,0.622,0.089,0.46,0.799,0.003,0.002,871.0,1464.0,1.0,global,,province_only_amplification,Province-only amplification,SYS_09941 | Province: No / Year: Yes,SYS_09941,systematic,Province: No / Year: Yes
sigma_residual,0.234,0.01,0.215,0.254,0.0,0.0,2909.0,2784.0,1.0,global,,province_only_amplification,Province-only amplification,SYS_09941 | Province: No / Year: Yes,SYS_09941,systematic,Province: No / Year: Yes
beta_interaction[R1xday × 抗菌药物使用强度],0.03,0.018,-0.004,0.064,0.0,0.0,3011.0,2448.0,1.0,interaction,R1xday × 抗菌药物使用强度,province_only_amplification,Province-only amplification,SYS_09941 | Province: No / Year: Yes,SYS_09941,systematic,Province: No / Year: Yes
beta_main[PA（%）],-0.002,0.016,-0.033,0.029,0.0,0.0,3175.0,2967.0,1.0,main,PA（%）,province_only_amplification,Province-only amplification,SYS_09941 | Province: No / Year: Yes,SYS_09941,systematic,Province: No / Year: Yes
beta_main[PM2.5],0.085,0.026,0.031,0.134,0.0,0.0,2797.0,2657.0,1.0,main,PM2.5,province_only_amplification,Province-only amplification,SYS_09941 | Province: No / Year: Yes,SYS_09941,systematic,Province: No / Year: Yes
beta_main[R1xday],-0.012,0.025,-0.062,0.035,0.001,0.0,2419.0,1940.0,1.0,main,R1xday,province_only_amplification,Province-only amplification,SYS_09941 | Province: No / Year: Yes,SYS_09941,systematic,Province: No / Year: Yes
beta_main[TA（°C）],0.006,0.019,-0.032,0.041,0.0,0.0,3175.0,2938.0,1.0,main,TA（°C）,province_only_amplification,Province-only amplification,SYS_09941 | Province: No / Year: Yes,SYS_09941,systematic,Province: No / Year: Yes
beta_main[医疗水平],-0.235,0.03,-0.296,-0.177,0.001,0.001,2711.0,2326.0,1.0,main,医疗水平,province_only_amplification,Province-only amplification,SYS_09941 | Province: No / Year: Yes,SYS_09941,systematic,Province: No / Year: Yes
beta_main[城市用水普及率],-0.02,0.026,-0.072,0.028,0.0,0.0,2921.0,2475.0,1.0,main,城市用水普及率,province_only_amplification,Province-only amplification,SYS_09941 | Province: No / Year: Yes,SYS_09941,systematic,Province: No / Year: Yes
beta_main[抗菌药物使用强度],0.009,0.019,-0.029,0.047,0.0,0.0,3092.0,2497.0,1.0,main,抗菌药物使用强度,province_only_amplification,Province-only amplification,SYS_09941 | Province: No / Year: Yes,SYS_09941,systematic,Province: No / Year: Yes
"beta_main[牲畜饲养
-猪年底头数]",0.131,0.063,0.01,0.258,0.002,0.001,1124.0,1578.0,1.0,main,"牲畜饲养
-猪年底头数",province_only_amplification,Province-only amplification,SYS_09941 | Province: No / Year: Yes,SYS_09941,systematic,Province: No / Year: Yes
beta_main[食品消费量],0.025,0.029,-0.032,0.08,0.001,0.0,2739.0,2677.0,1.0,main,食品消费量,province_only_amplification,Province-only amplification,SYS_09941 | Province: No / Year: Yes,SYS_09941,systematic,Province: No / Year: Yes
alpha,0.007,0.088,-0.174,0.172,0.003,0.002,1217.0,1823.0,1.0,global,,province_year_additive,Province + year additive,SYS_09941 | Province: No / Year: Yes,SYS_09941,systematic,Province: No / Year: Yes
sigma_province,0.489,0.071,0.363,0.631,0.002,0.001,1171.0,1861.0,1.0,global,,province_year_additive,Province + year additive,SYS_09941 | Province: No / Year: Yes,SYS_09941,systematic,Province: No / Year: Yes
sigma_residual,0.185,0.008,0.17,0.202,0.0,0.0,4075.0,2641.0,1.0,global,,province_year_additive,Province + year additive,SYS_09941 | Province: No / Year: Yes,SYS_09941,systematic,Province: No / Year: Yes
beta_main[PA（%）],0.013,0.014,-0.014,0.04,0.0,0.0,5178.0,2982.0,1.0,main,PA（%）,province_year_additive,Province + year additive,SYS_09941 | Province: No / Year: Yes,SYS_09941,systematic,Province: No / Year: Yes
beta_main[PM2.5],-0.001,0.023,-0.046,0.044,0.0,0.0,5205.0,3061.0,1.0,main,PM2.5,province_year_additive,Province + year additive,SYS_09941 | Province: No / Year: Yes,SYS_09941,systematic,Province: No / Year: Yes
beta_main[R1xday],-0.005,0.02,-0.043,0.036,0.0,0.0,5526.0,2728.0,1.0,main,R1xday,province_year_additive,Province + year additive,SYS_09941 | Province: No / Year: Yes,SYS_09941,systematic,Province: No / Year: Yes
beta_main[TA（°C）],0.029,0.019,-0.009,0.064,0.0,0.0,5206.0,3108.0,1.0,main,TA（°C）,province_year_additive,Province + year additive,SYS_09941 | Province: No / Year: Yes,SYS_09941,systematic,Province: No / Year: Yes
beta_main[医疗水平],0.127,0.051,0.028,0.228,0.001,0.001,4051.0,2665.0,1.0,main,医疗水平,province_year_additive,Province + year additive,SYS_09941 | Province: No / Year: Yes,SYS_09941,systematic,Province: No / Year: Yes
beta_main[城市用水普及率],0.004,0.02,-0.035,0.044,0.0,0.0,5803.0,2695.0,1.0,main,城市用水普及率,province_year_additive,Province + year additive,SYS_09941 | Province: No / Year: Yes,SYS_09941,systematic,Province: No / Year: Yes
beta_main[抗菌药物使用强度],0.008,0.016,-0.024,0.037,0.0,0.0,6424.0,2653.0,1.0,main,抗菌药物使用强度,province_year_additive,Province + year additive,SYS_09941 | Province: No / Year: Yes,SYS_09941,systematic,Province: No / Year: Yes
"beta_main[牲畜饲养
-猪年底头数]",0.029,0.063,-0.088,0.153,0.001,0.001,2216.0,2420.0,1.0,main,"牲畜饲养
-猪年底头数",province_year_additive,Province + year additive,SYS_09941 | Province: No / Year: Yes,SYS_09941,systematic,Province: No / Year: Yes
beta_main[食品消费量],-0.037,0.026,-0.089,0.014,0.0,0.0,4388.0,2914.0,1.0,main,食品消费量,province_year_additive,Province + year additive,SYS_09941 | Province: No / Year: Yes,SYS_09941,systematic,Province: No / Year: Yes
alpha,0.008,0.094,-0.17,0.203,0.003,0.002,1060.0,1461.0,1.0,global,,province_year_amplification,Province + year amplification,SYS_09941 | Province: No / Year: Yes,SYS_09941,systematic,Province: No / Year: Yes
sigma_province,0.495,0.072,0.366,0.64,0.002,0.002,1033.0,1830.0,1.0,global,,province_year_amplification,Province + year amplification,SYS_09941 | Province: No / Year: Yes,SYS_09941,systematic,Province: No / Year: Yes
sigma_residual,0.185,0.008,0.168,0.201,0.0,0.0,4168.0,2876.0,1.0,global,,province_year_amplification,Province + year amplification,SYS_09941 | Province: No / Year: Yes,SYS_09941,systematic,Province: No / Year: Yes
beta_interaction[R1xday × 抗菌药物使用强度],0.016,0.014,-0.012,0.041,0.0,0.0,5547.0,3427.0,1.0,interaction,R1xday × 抗菌药物使用强度,province_year_amplification,Province + year amplification,SYS_09941 | Province: No / Year: Yes,SYS_09941,systematic,Province: No / Year: Yes
beta_main[PA（%）],0.013,0.014,-0.013,0.04,0.0,0.0,5402.0,3323.0,1.0,main,PA（%）,province_year_amplification,Province + year amplification,SYS_09941 | Province: No / Year: Yes,SYS_09941,systematic,Province: No / Year: Yes
beta_main[PM2.5],0.0,0.023,-0.043,0.045,0.0,0.0,5006.0,3085.0,1.0,main,PM2.5,province_year_amplification,Province + year amplification,SYS_09941 | Province: No / Year: Yes,SYS_09941,systematic,Province: No / Year: Yes
beta_main[R1xday],-0.013,0.021,-0.052,0.027,0.0,0.0,4943.0,2930.0,1.0,main,R1xday,province_year_amplification,Province + year amplification,SYS_09941 | Province: No / Year: Yes,SYS_09941,systematic,Province: No / Year: Yes
beta_main[TA（°C）],0.031,0.019,-0.007,0.068,0.0,0.0,4941.0,3094.0,1.0,main,TA（°C）,province_year_amplification,Province + year amplification,SYS_09941 | Province: No / Year: Yes,SYS_09941,systematic,Province: No / Year: Yes
beta_main[医疗水平],0.123,0.05,0.027,0.225,0.001,0.001,4174.0,2582.0,1.0,main,医疗水平,province_year_amplification,Province + year amplification,SYS_09941 | Province: No / Year: Yes,SYS_09941,systematic,Province: No / Year: Yes
beta_main[城市用水普及率],0.001,0.021,-0.038,0.04,0.0,0.0,6141.0,3112.0,1.0,main,城市用水普及率,province_year_amplification,Province + year amplification,SYS_09941 | Province: No / Year: Yes,SYS_09941,systematic,Province: No / Year: Yes
beta_main[抗菌药物使用强度],0.011,0.016,-0.02,0.043,0.0,0.0,5712.0,2743.0,1.0,main,抗菌药物使用强度,province_year_amplification,Province + year amplification,SYS_09941 | Province: No / Year: Yes,SYS_09941,systematic,Province: No / Year: Yes
"beta_main[牲畜饲养
-猪年底头数]",0.02,0.063,-0.104,0.141,0.001,0.001,1942.0,2552.0,1.0,main,"牲畜饲养
-猪年底头数",province_year_amplification,Province + year amplification,SYS_09941 | Province: No / Year: Yes,SYS_09941,systematic,Province: No / Year: Yes
beta_main[食品消费量],-0.036,0.025,-0.084,0.013,0.0,0.0,4898.0,3213.0,1.0,main,食品消费量,province_year_amplification,Province + year amplification,SYS_09941 | Province: No / Year: Yes,SYS_09941,systematic,Province: No / Year: Yes
alpha,0.009,0.024,-0.037,0.055,0.0,0.0,5897.0,2642.0,1.0,global,,year_only_additive,Year-only additive,SYS_09941 | Province: No / Year: Yes,SYS_09941,systematic,Province: No / Year: Yes
sigma_residual,0.418,0.018,0.384,0.453,0.0,0.0,5041.0,2969.0,1.0,global,,year_only_additive,Year-only additive,SYS_09941 | Province: No / Year: Yes,SYS_09941,systematic,Province: No / Year: Yes
beta_main[PA（%）],0.019,0.029,-0.04,0.075,0.0,0.0,4359.0,3089.0,1.0,main,PA（%）,year_only_additive,Year-only additive,SYS_09941 | Province: No / Year: Yes,SYS_09941,systematic,Province: No / Year: Yes
beta_main[PM2.5],0.109,0.033,0.045,0.171,0.0,0.0,4402.0,2997.0,1.0,main,PM2.5,year_only_additive,Year-only additive,SYS_09941 | Province: No / Year: Yes,SYS_09941,systematic,Province: No / Year: Yes
beta_main[R1xday],0.134,0.032,0.07,0.194,0.001,0.0,4041.0,3130.0,1.0,main,R1xday,year_only_additive,Year-only additive,SYS_09941 | Province: No / Year: Yes,SYS_09941,systematic,Province: No / Year: Yes
beta_main[TA（°C）],0.121,0.037,0.053,0.196,0.001,0.001,4248.0,2679.0,1.0,main,TA（°C）,year_only_additive,Year-only additive,SYS_09941 | Province: No / Year: Yes,SYS_09941,systematic,Province: No / Year: Yes
beta_main[医疗水平],0.283,0.038,0.206,0.355,0.001,0.001,3459.0,3085.0,1.0,main,医疗水平,year_only_additive,Year-only additive,SYS_09941 | Province: No / Year: Yes,SYS_09941,systematic,Province: No / Year: Yes
beta_main[城市用水普及率],0.047,0.03,-0.01,0.104,0.0,0.0,4590.0,2986.0,1.0,main,城市用水普及率,year_only_additive,Year-only additive,SYS_09941 | Province: No / Year: Yes,SYS_09941,systematic,Province: No / Year: Yes
beta_main[抗菌药物使用强度],0.115,0.027,0.065,0.169,0.0,0.0,4302.0,2771.0,1.0,main,抗菌药物使用强度,year_only_additive,Year-only additive,SYS_09941 | Province: No / Year: Yes,SYS_09941,systematic,Province: No / Year: Yes
"beta_main[牲畜饲养
-猪年底头数]",0.194,0.028,0.137,0.246,0.0,0.0,4708.0,3251.0,1.0,main,"牲畜饲养
-猪年底头数",year_only_additive,Year-only additive,SYS_09941 | Province: No / Year: Yes,SYS_09941,systematic,Province: No / Year: Yes
beta_main[食品消费量],-0.003,0.032,-0.064,0.061,0.001,0.0,3650.0,3008.0,1.0,main,食品消费量,year_only_additive,Year-only additive,SYS_09941 | Province: No / Year: Yes,SYS_09941,systematic,Province: No / Year: Yes
alpha,0.009,0.025,-0.04,0.056,0.0,0.0,5682.0,2654.0,1.0,global,,year_only_amplification,Year-only amplification,SYS_09941 | Province: No / Year: Yes,SYS_09941,systematic,Province: No / Year: Yes
sigma_residual,0.419,0.018,0.385,0.455,0.0,0.0,5112.0,3088.0,1.0,global,,year_only_amplification,Year-only amplification,SYS_09941 | Province: No / Year: Yes,SYS_09941,systematic,Province: No / Year: Yes
beta_interaction[R1xday × 抗菌药物使用强度],0.005,0.027,-0.047,0.058,0.0,0.0,4911.0,3137.0,1.0,interaction,R1xday × 抗菌药物使用强度,year_only_amplification,Year-only amplification,SYS_09941 | Province: No / Year: Yes,SYS_09941,systematic,Province: No / Year: Yes
beta_main[PA（%）],0.019,0.029,-0.042,0.072,0.0,0.0,5650.0,3295.0,1.0,main,PA（%）,year_only_amplification,Year-only amplification,SYS_09941 | Province: No / Year: Yes,SYS_09941,systematic,Province: No / Year: Yes
beta_main[PM2.5],0.109,0.032,0.046,0.172,0.001,0.0,4091.0,3224.0,1.0,main,PM2.5,year_only_amplification,Year-only amplification,SYS_09941 | Province: No / Year: Yes,SYS_09941,systematic,Province: No / Year: Yes
beta_main[R1xday],0.135,0.031,0.07,0.195,0.0,0.0,4214.0,3276.0,1.0,main,R1xday,year_only_amplification,Year-only amplification,SYS_09941 | Province: No / Year: Yes,SYS_09941,systematic,Province: No / Year: Yes
beta_main[TA（°C）],0.123,0.037,0.05,0.195,0.001,0.001,4326.0,3127.0,1.0,main,TA（°C）,year_only_amplification,Year-only amplification,SYS_09941 | Province: No / Year: Yes,SYS_09941,systematic,Province: No / Year: Yes
beta_main[医疗水平],0.283,0.039,0.206,0.357,0.001,0.001,4229.0,2988.0,1.0,main,医疗水平,year_only_amplification,Year-only amplification,SYS_09941 | Province: No / Year: Yes,SYS_09941,systematic,Province: No / Year: Yes
beta_main[城市用水普及率],0.045,0.031,-0.017,0.102,0.0,0.0,4144.0,3333.0,1.0,main,城市用水普及率,year_only_amplification,Year-only amplification,SYS_09941 | Province: No / Year: Yes,SYS_09941,systematic,Province: No / Year: Yes
beta_main[抗菌药物使用强度],0.116,0.027,0.062,0.168,0.0,0.0,4992.0,3318.0,1.0,main,抗菌药物使用强度,year_only_amplification,Year-only amplification,SYS_09941 | Province: No / Year: Yes,SYS_09941,systematic,Province: No / Year: Yes
"beta_main[牲畜饲养
-猪年底头数]",0.194,0.028,0.141,0.25,0.0,0.0,4599.0,2716.0,1.0,main,"牲畜饲养
-猪年底头数",year_only_amplification,Year-only amplification,SYS_09941 | Province: No / Year: Yes,SYS_09941,systematic,Province: No / Year: Yes
beta_main[食品消费量],-0.003,0.033,-0.068,0.057,0.0,0.0,4287.0,3119.0,1.0,main,食品消费量,year_only_amplification,Year-only amplification,SYS_09941 | Province: No / Year: Yes,SYS_09941,systematic,Province: No / Year: Yes
alpha,0.015,0.12,-0.212,0.266,0.005,0.004,629.0,665.0,1.0,global,,province_only_additive,Province-only additive,SYS_10001 | Province: No / Year: Yes,SYS_10001,systematic,Province: No / Year: Yes
sigma_province,0.653,0.092,0.487,0.829,0.003,0.002,950.0,1569.0,1.0,global,,province_only_additive,Province-only additive,SYS_10001 | Province: No / Year: Yes,SYS_10001,systematic,Province: No / Year: Yes
sigma_residual,0.232,0.01,0.213,0.252,0.0,0.0,2806.0,2765.0,1.0,global,,province_only_additive,Province-only additive,SYS_10001 | Province: No / Year: Yes,SYS_10001,systematic,Province: No / Year: Yes
beta_main[PM2.5],0.081,0.027,0.029,0.134,0.001,0.0,2664.0,2505.0,1.0,main,PM2.5,province_only_additive,Province-only additive,SYS_10001 | Province: No / Year: Yes,SYS_10001,systematic,Province: No / Year: Yes
beta_main[R1xday],-0.001,0.022,-0.045,0.043,0.0,0.0,3329.0,2563.0,1.0,main,R1xday,province_only_additive,Province-only additive,SYS_10001 | Province: No / Year: Yes,SYS_10001,systematic,Province: No / Year: Yes
beta_main[TA（°C）],0.006,0.019,-0.028,0.044,0.0,0.0,3285.0,2807.0,1.0,main,TA（°C）,province_only_additive,Province-only additive,SYS_10001 | Province: No / Year: Yes,SYS_10001,systematic,Province: No / Year: Yes
beta_main[医疗水平],-0.251,0.029,-0.307,-0.191,0.001,0.001,2473.0,2306.0,1.0,main,医疗水平,province_only_additive,Province-only additive,SYS_10001 | Province: No / Year: Yes,SYS_10001,systematic,Province: No / Year: Yes
beta_main[抗菌药物使用强度],0.001,0.02,-0.04,0.037,0.0,0.0,3384.0,2897.0,1.0,main,抗菌药物使用强度,province_only_additive,Province-only additive,SYS_10001 | Province: No / Year: Yes,SYS_10001,systematic,Province: No / Year: Yes
"beta_main[牲畜饲养
-猪年底头数]",0.144,0.064,0.022,0.27,0.002,0.001,1598.0,2085.0,1.0,main,"牲畜饲养
-猪年底头数",province_only_additive,Province-only additive,SYS_10001 | Province: No / Year: Yes,SYS_10001,systematic,Province: No / Year: Yes
beta_main[食品消费量],0.022,0.029,-0.032,0.081,0.001,0.0,2850.0,2921.0,1.0,main,食品消费量,province_only_additive,Province-only additive,SYS_10001 | Province: No / Year: Yes,SYS_10001,systematic,Province: No / Year: Yes
"beta_main[饮用水
供水综合生产能力(万立方米/日)]",-0.059,0.058,-0.172,0.056,0.001,0.001,2190.0,2566.0,1.0,main,"饮用水
供水综合生产能力(万立方米/日)",province_only_additive,Province-only additive,SYS_10001 | Province: No / Year: Yes,SYS_10001,systematic,Province: No / Year: Yes
alpha,0.002,0.123,-0.244,0.237,0.005,0.003,646.0,916.0,1.01,global,,province_only_amplification,Province-only amplification,SYS_10001 | Province: No / Year: Yes,SYS_10001,systematic,Province: No / Year: Yes
sigma_province,0.653,0.095,0.481,0.84,0.003,0.002,844.0,1651.0,1.0,global,,province_only_amplification,Province-only amplification,SYS_10001 | Province: No / Year: Yes,SYS_10001,systematic,Province: No / Year: Yes
sigma_residual,0.232,0.01,0.213,0.252,0.0,0.0,3037.0,2883.0,1.0,global,,province_only_amplification,Province-only amplification,SYS_10001 | Province: No / Year: Yes,SYS_10001,systematic,Province: No / Year: Yes
beta_interaction[R1xday × 抗菌药物使用强度],0.029,0.017,-0.006,0.061,0.0,0.0,4161.0,3008.0,1.0,interaction,R1xday × 抗菌药物使用强度,province_only_amplification,Province-only amplification,SYS_10001 | Province: No / Year: Yes,SYS_10001,systematic,Province: No / Year: Yes
beta_main[PM2.5],0.08,0.026,0.031,0.132,0.0,0.0,3033.0,2588.0,1.0,main,PM2.5,province_only_amplification,Province-only amplification,SYS_10001 | Province: No / Year: Yes,SYS_10001,systematic,Province: No / Year: Yes
beta_main[R1xday],-0.015,0.024,-0.063,0.03,0.0,0.0,3750.0,2944.0,1.0,main,R1xday,province_only_amplification,Province-only amplification,SYS_10001 | Province: No / Year: Yes,SYS_10001,systematic,Province: No / Year: Yes
beta_main[TA（°C）],0.007,0.019,-0.028,0.044,0.0,0.0,3745.0,3063.0,1.0,main,TA（°C）,province_only_amplification,Province-only amplification,SYS_10001 | Province: No / Year: Yes,SYS_10001,systematic,Province: No / Year: Yes
beta_main[医疗水平],-0.247,0.029,-0.306,-0.195,0.001,0.0,3007.0,2739.0,1.0,main,医疗水平,province_only_amplification,Province-only amplification,SYS_10001 | Province: No / Year: Yes,SYS_10001,systematic,Province: No / Year: Yes
beta_main[抗菌药物使用强度],0.007,0.02,-0.034,0.043,0.0,0.0,3602.0,2838.0,1.0,main,抗菌药物使用强度,province_only_amplification,Province-only amplification,SYS_10001 | Province: No / Year: Yes,SYS_10001,systematic,Province: No / Year: Yes
"beta_main[牲畜饲养
-猪年底头数]",0.144,0.064,0.024,0.271,0.002,0.001,1767.0,2478.0,1.0,main,"牲畜饲养
-猪年底头数",province_only_amplification,Province-only amplification,SYS_10001 | Province: No / Year: Yes,SYS_10001,systematic,Province: No / Year: Yes
beta_main[食品消费量],0.022,0.029,-0.034,0.079,0.001,0.0,2907.0,2712.0,1.0,main,食品消费量,province_only_amplification,Province-only amplification,SYS_10001 | Province: No / Year: Yes,SYS_10001,systematic,Province: No / Year: Yes
"beta_main[饮用水
供水综合生产能力(万立方米/日)]",-0.065,0.059,-0.183,0.046,0.001,0.001,2115.0,2754.0,1.0,main,"饮用水
供水综合生产能力(万立方米/日)",province_only_amplification,Province-only amplification,SYS_10001 | Province: No / Year: Yes,SYS_10001,systematic,Province: No / Year: Yes
alpha,0.01,0.092,-0.18,0.177,0.003,0.002,1253.0,1899.0,1.0,global,,province_year_additive,Province + year additive,SYS_10001 | Province: No / Year: Yes,SYS_10001,systematic,Province: No / Year: Yes
sigma_province,0.497,0.076,0.357,0.641,0.002,0.001,1404.0,2219.0,1.0,global,,province_year_additive,Province + year additive,SYS_10001 | Province: No / Year: Yes,SYS_10001,systematic,Province: No / Year: Yes
sigma_residual,0.185,0.008,0.168,0.2,0.0,0.0,3942.0,2801.0,1.0,global,,province_year_additive,Province + year additive,SYS_10001 | Province: No / Year: Yes,SYS_10001,systematic,Province: No / Year: Yes
beta_main[PM2.5],-0.004,0.023,-0.05,0.04,0.0,0.0,4666.0,2750.0,1.0,main,PM2.5,province_year_additive,Province + year additive,SYS_10001 | Province: No / Year: Yes,SYS_10001,systematic,Province: No / Year: Yes
beta_main[R1xday],0.0,0.019,-0.037,0.038,0.0,0.0,5741.0,2941.0,1.0,main,R1xday,province_year_additive,Province + year additive,SYS_10001 | Province: No / Year: Yes,SYS_10001,systematic,Province: No / Year: Yes
beta_main[TA（°C）],0.026,0.019,-0.01,0.062,0.0,0.0,5684.0,2896.0,1.0,main,TA（°C）,province_year_additive,Province + year additive,SYS_10001 | Province: No / Year: Yes,SYS_10001,systematic,Province: No / Year: Yes
beta_main[医疗水平],0.127,0.051,0.028,0.221,0.001,0.001,4129.0,3036.0,1.0,main,医疗水平,province_year_additive,Province + year additive,SYS_10001 | Province: No / Year: Yes,SYS_10001,systematic,Province: No / Year: Yes
beta_main[抗菌药物使用强度],0.007,0.016,-0.021,0.04,0.0,0.0,5574.0,2759.0,1.0,main,抗菌药物使用强度,province_year_additive,Province + year additive,SYS_10001 | Province: No / Year: Yes,SYS_10001,systematic,Province: No / Year: Yes
"beta_main[牲畜饲养
-猪年底头数]",0.029,0.064,-0.089,0.158,0.001,0.001,2457.0,2636.0,1.0,main,"牲畜饲养
-猪年底头数",province_year_additive,Province + year additive,SYS_10001 | Province: No / Year: Yes,SYS_10001,systematic,Province: No / Year: Yes
beta_main[食品消费量],-0.036,0.026,-0.084,0.015,0.0,0.0,5076.0,2787.0,1.0,main,食品消费量,province_year_additive,Province + year additive,SYS_10001 | Province: No / Year: Yes,SYS_10001,systematic,Province: No / Year: Yes
"beta_main[饮用水
供水综合生产能力(万立方米/日)]",-0.018,0.048,-0.108,0.079,0.001,0.001,2958.0,2692.0,1.0,main,"饮用水
供水综合生产能力(万立方米/日)",province_year_additive,Province + year additive,SYS_10001 | Province: No / Year: Yes,SYS_10001,systematic,Province: No / Year: Yes
alpha,0.011,0.094,-0.17,0.194,0.003,0.002,1027.0,1368.0,1.0,global,,province_year_amplification,Province + year amplification,SYS_10001 | Province: No / Year: Yes,SYS_10001,systematic,Province: No / Year: Yes
sigma_province,0.502,0.078,0.366,0.66,0.002,0.002,1168.0,2026.0,1.0,global,,province_year_amplification,Province + year amplification,SYS_10001 | Province: No / Year: Yes,SYS_10001,systematic,Province: No / Year: Yes
sigma_residual,0.185,0.008,0.169,0.202,0.0,0.0,4024.0,2854.0,1.0,global,,province_year_amplification,Province + year amplification,SYS_10001 | Province: No / Year: Yes,SYS_10001,systematic,Province: No / Year: Yes
beta_interaction[R1xday × 抗菌药物使用强度],0.016,0.014,-0.012,0.044,0.0,0.0,6322.0,3282.0,1.0,interaction,R1xday × 抗菌药物使用强度,province_year_amplification,Province + year amplification,SYS_10001 | Province: No / Year: Yes,SYS_10001,systematic,Province: No / Year: Yes
beta_main[PM2.5],-0.003,0.023,-0.049,0.041,0.0,0.0,4658.0,3167.0,1.0,main,PM2.5,province_year_amplification,Province + year amplification,SYS_10001 | Province: No / Year: Yes,SYS_10001,systematic,Province: No / Year: Yes
beta_main[R1xday],-0.008,0.02,-0.045,0.034,0.0,0.0,5472.0,3219.0,1.0,main,R1xday,province_year_amplification,Province + year amplification,SYS_10001 | Province: No / Year: Yes,SYS_10001,systematic,Province: No / Year: Yes
beta_main[TA（°C）],0.026,0.018,-0.009,0.063,0.0,0.0,4818.0,2484.0,1.0,main,TA（°C）,province_year_amplification,Province + year amplification,SYS_10001 | Province: No / Year: Yes,SYS_10001,systematic,Province: No / Year: Yes
beta_main[医疗水平],0.123,0.051,0.022,0.22,0.001,0.001,3683.0,2762.0,1.0,main,医疗水平,province_year_amplification,Province + year amplification,SYS_10001 | Province: No / Year: Yes,SYS_10001,systematic,Province: No / Year: Yes
beta_main[抗菌药物使用强度],0.01,0.016,-0.021,0.04,0.0,0.0,5586.0,3001.0,1.0,main,抗菌药物使用强度,province_year_amplification,Province + year amplification,SYS_10001 | Province: No / Year: Yes,SYS_10001,systematic,Province: No / Year: Yes
"beta_main[牲畜饲养
-猪年底头数]",0.024,0.063,-0.1,0.143,0.001,0.001,2411.0,2567.0,1.0,main,"牲畜饲养
-猪年底头数",province_year_amplification,Province + year amplification,SYS_10001 | Province: No / Year: Yes,SYS_10001,systematic,Province: No / Year: Yes
